inventory_key,rental_id,orderdate_key,remaining,Total_Rental_Amount
36,2360,19960424.0,4576,29.950000000000003
36,4626,19960425.0,4576,29.950000000000003
36,10422,19960426.0,4576,29.950000000000003
36,14483,19960427.0,4576,29.950000000000003
37,6219,19960428.0,4578,15.97
37,7845,19960429.0,4578,15.97
37,15989,19960430.0,4578,15.97
38,785,19960501.0,4576,26.950000000000003
38,1814,19960502.0,4576,26.950000000000003
38,3807,19960503.0,4576,26.950000000000003
38,10026,19960504.0,4576,26.950000000000003
38,12559,19960505.0,4576,26.950000000000003
39,1058,19960506.0,4576,29.950000000000003
39,2771,19960507.0,4576,29.950000000000003
39,3959,19960508.0,4576,29.950000000000003
39,8434,19960509.0,4576,29.950000000000003
39,11799,19960510.0,4576,29.950000000000003
40,5745,19960511.0,4578,17.97
40,10036,19960512.0,4578,17.97
40,15802,19960513.0,4578,17.97
41,3880,19960514.0,4578,14.97
41,8837,19960515.0,4578,14.97
41,15639,19960516.0,4578,14.97
42,7835,19960517.0,4579,10.98
42,15776,19960518.0,4579,10.98
43,9442,19960519.0,4579,12.98
43,12096,19960520.0,4579,12.98
44,7288,19960521.0,4579,14.98
44,12027,19960522.0,4579,14.98
45,1948,19960523.0,4577,19.96
45,6703,19960524.0,4577,19.96
45,7174,19960525.0,4577,19.96
45,13109,19960526.0,4577,19.96
46,10696,19960527.0,4579,11.98
46,13345,19960528.0,4579,11.98
47,10482,19960529.0,4579,9.98
47,14697,19960530.0,4579,9.98
48,4400,19960531.0,4578,20.97
48,10210,19960601.0,4578,20.97
48,13878,19960602.0,4578,20.97
49,1783,19960603.0,4577,24.96
49,4042,19960604.0,4577,24.96
49,10786,19960605.0,4577,24.96
49,14413,19960606.0,4577,24.96
50,2562,19960607.0,4577,22.96
50,5139,19960608.0,4577,22.96
50,9184,19960609.0,4577,22.96
50,12704,19960610.0,4577,22.96
51,1325,19960611.0,4577,20.96
51,4707,19960612.0,4577,20.96
51,8821,19960613.0,4577,20.96
51,14041,19960614.0,4577,20.96
52,563,19960615.0,4576,7.95
52,2517,19960616.0,4576,7.95
52,5461,19960617.0,4576,7.95
52,8365,19960618.0,4576,7.95
52,13395,19960619.0,4576,7.95
53,10119,19960620.0,4579,1.98
53,12780,19960621.0,4579,1.98
54,5418,19960622.0,4578,3.9699999999999998
54,7635,19960623.0,4578,3.9699999999999998
54,12380,19960624.0,4578,3.9699999999999998
55,4027,19960625.0,4578,5.970000000000001
55,11254,19960626.0,4578,5.970000000000001
55,14887,19960627.0,4578,5.970000000000001
56,11069,19960628.0,4579,2.98
56,12537,19960629.0,4579,2.98
57,633,19960630.0,4576,6.95
57,2033,19960701.0,4576,6.95
57,4785,19960702.0,4576,6.95
57,10045,19960703.0,4576,6.95
57,13544,19960704.0,4576,6.95
58,1326,19960705.0,4577,5.96
58,5692,19960706.0,4577,5.96
58,8596,19960707.0,4577,5.96
58,11631,19960708.0,4577,5.96
59,6936,19960709.0,4579,2.98
59,13625,19960710.0,4579,2.98
60,1724,19960711.0,4577,5.96
60,5594,19960712.0,4577,5.96
60,8563,19960713.0,4577,5.96
60,15232,19960714.0,4577,5.96
61,827,19960715.0,4576,6.95
61,1270,19960716.0,4576,6.95
61,4061,19960717.0,4576,6.95
61,9179,19960718.0,4576,6.95
61,13110,19960719.0,4576,6.95
62,983,19960720.0,4576,7.95
62,2725,19960721.0,4576,7.95
62,5498,19960722.0,4576,7.95
62,7918,19960723.0,4576,7.95
62,13779,19960724.0,4576,7.95
63,9681,19960725.0,4579,1.98
63,15591,19960726.0,4579,1.98
64,2808,19960727.0,4577,8.96
64,3705,19960728.0,4577,8.96
64,11043,19960729.0,4577,8.96
64,13037,19960730.0,4577,8.96
65,2659,19960731.0,4577,9.96
65,5170,19960801.0,4577,9.96
65,7920,19960802.0,4577,9.96
65,12976,19960803.0,4577,9.96
66,383,19960804.0,4576,15.950000000000001
66,1951,19960805.0,4576,15.950000000000001
66,6671,19960806.0,4576,15.950000000000001
66,9078,19960807.0,4576,15.950000000000001
66,14570,19960808.0,4576,15.950000000000001
67,9543,19960809.0,4579,6.98
67,12589,19960810.0,4579,6.98
68,5118,19960811.0,4578,9.97
68,10611,19960812.0,4578,9.97
68,12235,19960813.0,4578,9.97
69,5699,19960814.0,4578,12.97
69,9967,19960815.0,4578,12.97
69,13393,19960816.0,4578,12.97
70,10015,19960817.0,4579,10.98
70,15370,19960818.0,4579,10.98
71,8010,19960819.0,4579,17.98
71,15561,19960820.0,4579,17.98
72,10838,19960821.0,4579,9.98
72,14845,19960822.0,4579,9.98
73,6649,19960823.0,4578,15.97
73,8272,19960824.0,4578,15.97
73,15294,19960825.0,4578,15.97
74,505,19960826.0,4576,20.950000000000003
74,2074,19960827.0,4576,20.950000000000003
74,6090,19960828.0,4576,20.950000000000003
74,11262,19960829.0,4576,20.950000000000003
74,15565,19960830.0,4576,20.950000000000003
75,481,19960831.0,4576,22.950000000000003
75,2699,19960901.0,4576,22.950000000000003
75,4443,19960902.0,4576,22.950000000000003
75,10362,19960903.0,4576,22.950000000000003
75,13874,19960904.0,4576,22.950000000000003
76,3826,19960905.0,4578,10.97
76,9263,19960906.0,4578,10.97
76,14061,19960907.0,4578,10.97
77,6965,19960908.0,4579,8.98
77,15957,19960909.0,4579,8.98
78,5036,19960910.0,4578,12.97
78,8863,19960911.0,4578,12.97
78,12730,19960912.0,4578,12.97
79,1277,19960913.0,4577,13.96
79,4333,19960914.0,4577,13.96
79,10230,19960915.0,4577,13.96
79,11708,19960916.0,4577,13.96
80,10103,19960917.0,4579,5.98
80,14976,19960918.0,4579,5.98
81,2461,19960919.0,4577,17.96
81,5382,19960920.0,4577,17.96
81,10890,19960921.0,4577,17.96
81,12442,19960922.0,4577,17.96
82,64,19960923.0,4576,19.950000000000003
82,1930,19960924.0,4576,19.950000000000003
82,3483,19960925.0,4576,19.950000000000003
82,11226,19960926.0,4576,19.950000000000003
82,11928,19960927.0,4576,19.950000000000003
83,4743,19960928.0,4578,8.97
83,7738,19960929.0,4578,8.97
83,12312,19960930.0,4578,8.97
84,10606,19961001.0,4579,5.98
84,12988,19961002.0,4579,5.98
85,4612,19961003.0,4578,6.970000000000001
85,10470,19961004.0,4578,6.970000000000001
85,14585,19961005.0,4578,6.970000000000001
86,8271,19961006.0,4579,11.98
86,13606,19961007.0,4579,11.98
87,7823,19961008.0,4579,9.98
87,14566,19961009.0,4579,9.98
88,716,19961010.0,4576,7.95
88,2401,19961011.0,4576,7.95
88,5834,19961012.0,4576,7.95
88,11175,19961013.0,4576,7.95
88,13852,19961014.0,4576,7.95
89,2072,19961015.0,4577,19.96
89,5901,19961016.0,4577,19.96
89,9755,19961017.0,4577,19.96
89,13716,19961018.0,4577,19.96
90,664,19961019.0,4576,7.95
90,1985,19961020.0,4576,7.95
90,6563,19961021.0,4576,7.95
90,7637,19961022.0,4576,7.95
90,14002,19961023.0,4576,7.95
91,781,19961024.0,4576,7.95
91,2804,19961025.0,4576,7.95
91,4433,19961026.0,4576,7.95
91,7044,19961027.0,4576,7.95
91,15527,19961028.0,4576,7.95
92,4453,19961029.0,4578,3.9699999999999998
92,8646,19961030.0,4578,3.9699999999999998
92,14418,19961031.0,4578,3.9699999999999998
93,7981,19961101.0,4579,2.98
93,12317,19961102.0,4579,2.98
94,2585,19961103.0,4577,3.96
94,4313,19961104.0,4577,3.96
94,9504,19961105.0,4577,3.96
94,15217,19961106.0,4577,3.96
95,5343,19961107.0,4578,5.970000000000001
95,7652,19961108.0,4578,5.970000000000001
95,13417,19961109.0,4578,5.970000000000001
96,10895,19961110.0,4579,1.98
96,12268,19961111.0,4579,1.98
97,3150,19961112.0,4577,8.96
97,5072,19961113.0,4577,8.96
97,9080,19961114.0,4577,8.96
97,14603,19961115.0,4577,8.96
98,588,19961116.0,4576,4.95
98,2867,19961117.0,4576,4.95
98,6030,19961118.0,4576,4.95
98,7788,19961119.0,4576,4.95
98,14310,19961120.0,4576,4.95
99,10509,19961121.0,4579,7.98
99,14349,19961122.0,4579,7.98
100,1735,19961123.0,4577,4.96
100,3474,19961124.0,4577,4.96
100,9259,19961125.0,4577,4.96
100,12786,19961126.0,4577,4.96
101,2649,19961127.0,4577,4.96
101,6651,19961128.0,4577,4.96
101,8631,19961129.0,4577,4.96
101,11727,19961130.0,4577,4.96
102,2199,19961201.0,4577,27.96
102,5684,19961202.0,4577,27.96
102,7946,19961203.0,4577,27.96
102,12052,19961204.0,4577,27.96
103,2036,19961205.0,4577,24.96
103,4790,19961206.0,4577,24.96
103,8963,19961207.0,4577,24.96
103,15740,19961208.0,4577,24.96
104,9210,19961209.0,4579,14.98
104,11857,19961210.0,4579,14.98
105,207,19961211.0,4576,28.950000000000003
105,1454,19961212.0,4576,28.950000000000003
105,4115,19961213.0,4576,28.950000000000003
105,10757,19961214.0,4576,28.950000000000003
105,14908,19961215.0,4576,28.950000000000003
106,135,19961216.0,4576,45.95
106,2803,19961217.0,4576,45.95
106,6793,19961218.0,4576,45.95
106,9374,19961219.0,4576,45.95
106,15643,19961220.0,4576,45.95
107,4050,19961221.0,4578,25.97
107,10871,19961222.0,4578,25.97
107,12667,19961223.0,4578,25.97
108,1940,19961224.0,4577,33.96
108,6153,19961225.0,4577,33.96
108,11257,19961226.0,4577,33.96
108,12755,19961227.0,4577,33.96
109,3732,19961228.0,4578,18.97
109,9050,19961229.0,4578,18.97
109,13428,19961230.0,4578,18.97
110,7338,19961231.0,4579,13.98
110,12917,19970101.0,4579,13.98
111,1269,19970102.0,4577,12.96
111,4967,19970103.0,4577,12.96
111,8326,19970104.0,4577,12.96
111,13964,19970105.0,4577,12.96
112,2923,19970106.0,4577,13.96
112,6452,19970107.0,4577,13.96
112,7202,19970108.0,4577,13.96
112,14346,19970109.0,4577,13.96
113,1987,19970110.0,4577,11.96
113,5106,19970111.0,4577,11.96
113,10317,19970112.0,4577,11.96
113,15221,19970113.0,4577,11.96
114,7829,19970114.0,4579,6.98
114,13201,19970115.0,4579,6.98
115,10105,19970116.0,4579,8.98
115,14915,19970117.0,4579,8.98
116,5619,19970118.0,4578,8.97
116,9623,19970119.0,4578,8.97
116,13281,19970120.0,4578,8.97
117,10349,19970121.0,4579,6.98
117,12532,19970122.0,4579,6.98
118,1364,19970123.0,4577,6.960000000000001
118,4818,19970124.0,4577,6.960000000000001
118,7837,19970125.0,4577,6.960000000000001
118,14026,19970126.0,4577,6.960000000000001
119,1726,19970127.0,4578,11.97
119,4361,19970128.0,4578,11.97
119,7921,19970129.0,4578,11.97
120,2249,19970130.0,4577,16.96
120,3485,19970131.0,4577,16.96
120,10866,19970201.0,4577,16.96
120,13665,19970202.0,4577,16.96
121,1011,19970203.0,4576,11.950000000000001
121,3080,19970204.0,4576,11.950000000000001
121,5545,19970205.0,4576,11.950000000000001
121,7104,19970206.0,4576,11.950000000000001
121,11982,19970207.0,4576,11.950000000000001
122,968,19970208.0,4576,12.950000000000001
122,1854,19970209.0,4576,12.950000000000001
122,5263,19970210.0,4576,12.950000000000001
122,9218,19970211.0,4576,12.950000000000001
122,11812,19970212.0,4576,12.950000000000001
123,3021,19970213.0,4577,17.96
123,5918,19970214.0,4577,17.96
123,7444,19970215.0,4577,17.96
123,13221,19970216.0,4577,17.96
124,9438,19970217.0,4579,9.98
124,15249,19970218.0,4579,9.98
125,2985,19970219.0,4577,14.96
125,5243,19970220.0,4577,14.96
125,9980,19970221.0,4577,14.96
125,14442,19970222.0,4577,14.96
126,1705,19970223.0,4577,12.96
126,3737,19970224.0,4577,12.96
126,10042,19970225.0,4577,12.96
126,13387,19970226.0,4577,12.96
127,3823,19970227.0,4578,8.97
127,7603,19970228.0,4578,8.97
127,15763,19970301.0,4578,8.97
128,2556,19970302.0,4577,19.96
128,3915,19970303.0,4577,19.96
128,10287,19970304.0,4577,19.96
128,14235,19970305.0,4577,19.96
129,653,19970306.0,4576,27.950000000000003
129,2859,19970307.0,4576,27.950000000000003
129,6159,19970308.0,4576,27.950000000000003
129,9763,19970309.0,4576,27.950000000000003
129,15784,19970310.0,4576,27.950000000000003
130,8951,19970311.0,4579,15.98
130,12252,19970312.0,4579,15.98
131,5696,19970313.0,4578,14.97
131,10272,19970314.0,4578,14.97
131,12973,19970315.0,4578,14.97
132,429,19970316.0,4576,31.950000000000003
132,2541,19970317.0,4576,31.950000000000003
132,6900,19970318.0,4576,31.950000000000003
132,7059,19970319.0,4576,31.950000000000003
132,14119,19970320.0,4576,31.950000000000003
133,699,19970321.0,4576,11.950000000000001
133,3105,19970322.0,4576,11.950000000000001
133,5756,19970323.0,4576,11.950000000000001
133,11426,19970324.0,4576,11.950000000000001
133,12341,19970325.0,4576,11.950000000000001
134,239,19970326.0,4576,16.950000000000003
134,3382,19970327.0,4576,16.950000000000003
134,5859,19970328.0,4576,16.950000000000003
134,8773,19970329.0,4576,16.950000000000003
134,15188,19970330.0,4576,16.950000000000003
135,2521,19970331.0,4577,10.96
135,5540,19970401.0,4577,10.96
135,10772,19970402.0,4577,10.96
135,12856,19970403.0,4577,10.96
136,1003,19970404.0,4576,8.950000000000001
136,3431,19970405.0,4576,8.950000000000001
136,5614,19970406.0,4576,8.950000000000001
136,8838,19970407.0,4576,8.950000000000001
136,11583,19970408.0,4576,8.950000000000001
137,4851,19970409.0,4578,10.97
137,7123,19970410.0,4578,10.97
137,15521,19970411.0,4578,10.97
138,1861,19970412.0,4577,4.96
138,6813,19970413.0,4577,4.96
138,10249,19970414.0,4577,4.96
138,13450,19970415.0,4577,4.96
139,4267,19970416.0,4578,4.97
139,9814,19970417.0,4578,4.97
139,12125,19970418.0,4578,4.97
140,8718,19970419.0,4579,3.9800000000000004
140,11854,19970420.0,4579,3.9800000000000004
141,1751,19970421.0,4577,3.96
141,5440,19970422.0,4577,3.96
141,10466,19970423.0,4577,3.96
141,13165,19970424.0,4577,3.96
142,91,19970425.0,4576,30.950000000000003
142,1892,19970426.0,4576,30.950000000000003
142,5842,19970427.0,4576,30.950000000000003
142,9120,19970428.0,4576,30.950000000000003
142,14251,19970429.0,4576,30.950000000000003
143,642,19970430.0,4576,25.950000000000003
143,2717,19970501.0,4576,25.950000000000003
143,4739,19970502.0,4576,25.950000000000003
143,8359,19970503.0,4576,25.950000000000003
143,15385,19970504.0,4576,25.950000000000003
144,355,19970505.0,4576,28.950000000000003
144,2121,19970506.0,4576,28.950000000000003
144,6429,19970507.0,4576,28.950000000000003
144,10156,19970508.0,4576,28.950000000000003
144,15013,19970509.0,4576,28.950000000000003
145,1123,19970510.0,4576,20.950000000000003
145,1189,19970511.0,4576,20.950000000000003
145,5785,19970512.0,4576,20.950000000000003
145,9706,19970513.0,4576,20.950000000000003
145,13994,19970514.0,4576,20.950000000000003
146,1134,19970515.0,4576,16.950000000000003
146,2838,19970516.0,4576,16.950000000000003
146,3881,19970517.0,4576,16.950000000000003
146,7128,19970518.0,4576,16.950000000000003
146,14123,19970519.0,4576,16.950000000000003
147,1710,19970520.0,4577,14.96
147,3860,19970521.0,4577,14.96
147,10556,19970522.0,4577,14.96
147,12061,19970523.0,4577,14.96
148,393,19970524.0,4576,31.950000000000003
148,1564,19970525.0,4576,31.950000000000003
148,3895,19970526.0,4576,31.950000000000003
148,11236,19970527.0,4576,31.950000000000003
148,14844,19970528.0,4576,31.950000000000003
149,21,19970529.0,4576,25.950000000000003
149,1780,19970530.0,4576,25.950000000000003
149,3573,19970531.0,4576,25.950000000000003
149,9157,19970601.0,4576,25.950000000000003
149,15331,19970602.0,4576,25.950000000000003
150,1694,19970603.0,4577,24.96
150,5821,19970604.0,4577,24.96
150,9420,19970605.0,4577,24.96
150,12804,19970606.0,4577,24.96
151,5083,19970607.0,4578,16.97
151,11167,19970608.0,4578,16.97
151,12896,19970609.0,4578,16.97
152,5134,19970610.0,4578,17.97
152,7053,19970611.0,4578,17.97
152,15825,19970612.0,4578,17.97
153,1068,19970613.0,4576,24.950000000000003
153,2264,19970614.0,4576,24.950000000000003
153,4496,19970615.0,4576,24.950000000000003
153,10980,19970616.0,4576,24.950000000000003
153,14145,19970617.0,4576,24.950000000000003
154,944,19970618.0,4576,30.950000000000003
154,2889,19970619.0,4576,30.950000000000003
154,5988,19970620.0,4576,30.950000000000003
154,11279,19970621.0,4576,30.950000000000003
154,11932,19970622.0,4576,30.950000000000003
155,4218,19970623.0,4578,19.97
155,8720,19970624.0,4578,19.97
155,15758,19970625.0,4578,19.97
156,5025,19970626.0,4578,16.97
156,7675,19970627.0,4578,16.97
156,14906,19970628.0,4578,16.97
157,6981,19970629.0,4579,9.98
157,15530,19970630.0,4579,9.98
158,3164,19970701.0,4577,20.96
158,4823,19970702.0,4577,20.96
158,9762,19970703.0,4577,20.96
158,15433,19970704.0,4577,20.96
159,10670,19970705.0,4579,4.98
159,13294,19970706.0,4579,4.98
160,9005,19970707.0,4579,1.98
160,13645,19970708.0,4579,1.98
161,557,19970709.0,4576,10.95
161,1579,19970710.0,4576,10.95
161,6743,19970711.0,4576,10.95
161,11098,19970712.0,4576,10.95
161,12118,19970713.0,4576,10.95
162,1881,19970714.0,4577,4.96
162,5344,19970715.0,4577,4.96
162,8454,19970716.0,4577,4.96
162,11941,19970717.0,4577,4.96
163,8648,19970718.0,4579,6.98
163,15367,19970719.0,4579,6.98
164,1574,19970720.0,4577,19.96
164,5205,19970721.0,4577,19.96
164,9394,19970722.0,4577,19.96
164,15324,19970723.0,4577,19.96
165,5754,19970724.0,4578,13.97
165,7848,19970725.0,4578,13.97
165,11527,19970726.0,4578,13.97
166,1582,19970727.0,4577,23.96
166,5739,19970728.0,4577,23.96
166,10051,19970729.0,4577,23.96
166,13523,19970730.0,4577,23.96
167,1474,19970731.0,4577,14.96
167,5919,19970801.0,4577,14.96
167,9024,19970802.0,4577,14.96
167,13257,19970803.0,4577,14.96
168,1499,19970804.0,4577,19.96
168,3930,19970805.0,4577,19.96
168,8741,19970806.0,4577,19.96
168,15408,19970807.0,4577,19.96
169,3507,19970808.0,4578,14.97
169,9111,19970809.0,4578,14.97
169,12357,19970810.0,4578,14.97
170,11462,19970811.0,4579,15.98
170,12558,19970812.0,4579,15.98
171,1993,19970813.0,4577,20.96
171,5780,19970814.0,4577,20.96
171,10829,19970815.0,4577,20.96
171,12893,19970816.0,4577,20.96
172,10873,19970817.0,4579,7.98
172,14494,19970818.0,4579,7.98
173,6897,19970819.0,4578,11.97
173,9830,19970820.0,4578,11.97
173,15563,19970821.0,4578,11.97
174,7155,19970822.0,4579,14.98
174,15010,19970823.0,4579,14.98
175,1479,19970824.0,4577,15.96
175,6658,19970825.0,4577,15.96
175,11284,19970826.0,4577,15.96
175,14236,19970827.0,4577,15.96
176,2292,19970828.0,4577,16.96
176,4746,19970829.0,4577,16.96
176,10951,19970830.0,4577,16.96
176,11565,19970831.0,4577,16.96
177,6643,19970901.0,4578,3.9699999999999998
177,7359,19970902.0,4578,3.9699999999999998
177,12233,19970903.0,4578,3.9699999999999998
178,7358,19970904.0,4579,2.98
178,12908,19970905.0,4579,2.98
179,1639,19970906.0,4577,10.96
179,4146,19970907.0,4577,10.96
179,7746,19970908.0,4577,10.96
179,13583,19970909.0,4577,10.96
180,7173,19970910.0,4579,1.98
180,12574,19970911.0,4579,1.98
181,95,19970912.0,4576,12.95
181,2371,19970913.0,4576,12.95
181,6430,19970914.0,4576,12.95
181,7656,19970915.0,4576,12.95
181,14058,19970916.0,4576,12.95
182,4451,19970917.0,4578,4.970000000000001
182,10138,19970918.0,4578,4.970000000000001
182,15904,19970919.0,4578,4.970000000000001
183,7926,19970920.0,4579,7.98
183,15930,19970921.0,4579,7.98
184,11373,19970922.0,4579,4.98
184,11779,19970923.0,4579,4.98
185,278,19970924.0,4576,17.95
185,2207,19970925.0,4576,17.95
185,3931,19970926.0,4576,17.95
185,8439,19970927.0,4576,17.95
185,13519,19970928.0,4576,17.95
186,2800,19970929.0,4577,6.96
186,4270,19970930.0,4577,6.96
186,9160,19971001.0,4577,6.96
186,11568,19971002.0,4577,6.96
187,493,19971003.0,4576,11.95
187,2438,19971004.0,4576,11.95
187,6817,19971005.0,4576,11.95
187,9213,19971006.0,4576,11.95
187,15263,19971007.0,4576,11.95
188,1707,19971008.0,4577,16.96
188,6517,19971009.0,4577,16.96
188,7720,19971010.0,4577,16.96
188,13751,19971011.0,4577,16.96
189,817,19971012.0,4576,23.950000000000003
189,1282,19971013.0,4576,23.950000000000003
189,4997,19971014.0,4576,23.950000000000003
189,8402,19971015.0,4576,23.950000000000003
189,14047,19971016.0,4576,23.950000000000003
190,308,19971017.0,4576,22.950000000000003
190,1305,19971018.0,4576,22.950000000000003
190,3924,19971019.0,4576,22.950000000000003
190,8423,19971020.0,4576,22.950000000000003
190,15220,19971021.0,4576,22.950000000000003
191,7990,19971022.0,4579,5.98
191,15302,19971023.0,4579,5.98
192,3128,19971024.0,4577,11.96
192,6188,19971025.0,4577,11.96
192,11239,19971026.0,4577,11.96
192,11561,19971027.0,4577,11.96
193,196,19971028.0,4576,15.950000000000001
193,2695,19971029.0,4576,15.950000000000001
193,3638,19971030.0,4576,15.950000000000001
193,9972,19971031.0,4576,15.950000000000001
193,11537,19971101.0,4576,15.950000000000001
194,4154,19971102.0,4578,12.97
194,10758,19971103.0,4578,12.97
194,12969,19971104.0,4578,12.97
195,6960,19971105.0,4579,9.98
195,11578,19971106.0,4579,9.98
196,9528,19971107.0,4579,6.98
196,12935,19971108.0,4579,6.98
197,710,19971109.0,4576,20.950000000000003
197,1485,19971110.0,4576,20.950000000000003
197,3866,19971111.0,4576,20.950000000000003
197,9871,19971112.0,4576,20.950000000000003
197,11965,19971113.0,4576,20.950000000000003
198,5110,19971114.0,4578,8.97
198,11347,19971115.0,4578,8.97
198,11811,19971116.0,4578,8.97
199,5564,19971117.0,4578,15.97
199,9066,19971118.0,4578,15.97
199,15445,19971119.0,4578,15.97
200,2308,19971120.0,4577,22.96
200,6784,19971121.0,4577,22.96
200,6950,19971122.0,4577,22.96
200,14181,19971123.0,4577,22.96
201,6087,19971124.0,4578,16.97
201,8664,19971125.0,4578,16.97
201,15554,19971126.0,4578,16.97
202,9699,19971127.0,4579,14.98
202,12507,19971128.0,4579,14.98
203,2290,19971129.0,4577,30.96
203,5738,19971130.0,4577,30.96
203,11004,19971201.0,4577,30.96
203,13724,19971202.0,4577,30.96
204,2582,19971203.0,4577,21.96
204,6642,19971204.0,4577,21.96
204,10459,19971205.0,4577,21.96
204,14747,19971206.0,4577,21.96
205,2790,19971207.0,4577,20.96
205,4998,19971208.0,4577,20.96
205,7636,19971209.0,4577,20.96
205,14036,19971210.0,4577,20.96
206,4033,19971211.0,4578,21.97
206,9707,19971212.0,4578,21.97
206,11571,19971213.0,4578,21.97
207,2617,19971214.0,4577,25.96
207,3583,19971215.0,4577,25.96
207,11311,19971216.0,4577,25.96
207,12814,19971217.0,4577,25.96
208,451,19971218.0,4576,28.950000000000003
208,2882,19971219.0,4576,28.950000000000003
208,6136,19971220.0,4576,28.950000000000003
208,11321,19971221.0,4576,28.950000000000003
208,13718,19971222.0,4576,28.950000000000003
209,2850,19971223.0,4577,26.96
209,4052,19971224.0,4577,26.96
209,11048,19971225.0,4577,26.96
209,13480,19971226.0,4577,26.96
210,270,19971227.0,4576,32.95
210,2323,19971228.0,4576,32.95
210,6638,19971229.0,4576,32.95
210,9756,19971230.0,4576,32.95
210,14736,19971231.0,4576,32.95
211,2306,19980101.0,4577,36.96
